Útvar městské části (okres) PČR;Základní útvar PČR, kde došlo k činu;Stadium TČ, 1-příparava, 2-pokus, 3-dokonaný;Druh TČ, 11-zločin, 18-přečin;Takticko-statistická klasifikace činu;Spácháno na ulici-1, ne-2;Čin spáchán na : viz číselník;Použití zbraně : viz číselník;Druh použité zbraně : viz číselník;Datum spáchání činu, či zahájení konání;Datum ukončení konání činu (pokud jiné datum);Předmět zájmu pachatele č. 1;Předmět zájmu pachatele nebo vztah pachatele k oběti - text;Předmět zájmu pachatele č. 2;Předmět zájmu pachatele nebo vztah pachatele k oběti - text;Předmět zájmu pachatele č. 3;Předmět zájmu pachatele nebo vztah pachatele k oběti - text;Celková způsobená škoda v Kč;Hlavní kvalifikace činu - paragraf TZ;První odstavec ;Druhý odstavec;Souběhový paragraf;Odstavec souběhu;Druhý souběhový paragraf;Odstavec souběhu;Datum zahájení trestního řízení;Datum ukončení trestního řízení;Způsob ukončení trestního řízení;"Způsob ukončení trestního řízení - text (kde je kód ""0"" tam ještě řízení nemusí být ukončeno"
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;13.10.2016;13.10.2016;20;platební karty;162;Kufry, aktovky, kabelky, peněženky, pásky;21;peníze;300;205;1d;;234;1;;;13.10.2016;07.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;1;0;0;10.11.2016;10.11.2016;21;peníze;16;řidičské průkazy;11;občanské průkazy;1000;205;1d;;234;1;;;11.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;24.11.2016;24.11.2016;70;mobilní telefony;0;nic;0;nic;2300;205;1d;;;;;;28.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;11.12.2016;11.12.2016;21;peníze;20;platební karty;19;ostatní -osobní doklady a předtisky;4650;205;1d;;234;1;;;11.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;09.12.2016;09.12.2016;70;mobilní telefony;0;nic;0;nic;4500;205;1d;;;;;;12.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;28.11.2016;28.11.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;20;platební karty;21;peníze;2100;205;1d;;234;1;;;29.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;20.11.2016;20.11.2016;407;i-phony, tablety a jiné (chytré) mobilní telefony;0;nic;0;nic;4500;205;1d;;;;;;21.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;22.10.2016;22.10.2016;11;občanské průkazy;20;platební karty;21;peníze;1200;205;1d;;234;1;;;22.10.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;07.10.2016;07.10.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;20;platební karty;19;ostatní -osobní doklady a předtisky;5517;205;1a;1d;234;1;;;12.10.2016;30.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;01.11.2016;01.11.2016;11;občanské průkazy;19;ostatní -osobní doklady a předtisky;20;platební karty;600;205;1d;2;234;1;;;01.11.2016;02.11.2016;1;zjištění pachatele
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;25.11.2016;25.11.2016;21;peníze;11;občanské průkazy;20;platební karty;2000;205;1d;;234;1;;;28.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;14.10.2016;14.10.2016;21;peníze;19;ostatní -osobní doklady a předtisky;20;platební karty;900;205;1d;;234;1;;;14.10.2016;06.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;15.10.2016;15.10.2016;20;platební karty;13;osobní průkazy a pasy zahraniční;407;i-phony, tablety a jiné (chytré) mobilní telefony;10600;205;1a;1d;234;1;;;16.10.2016;14.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;26.11.2016;26.11.2016;13;osobní průkazy a pasy zahraniční;20;platební karty;21;peníze;3700;205;1d;;234;1;;;26.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;02.11.2016;02.11.2016;11;občanské průkazy;21;peníze;0;nic;240;205;1d;;;;;;02.11.2016;12.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;21.10.2016;21.10.2016;70;mobilní telefony;0;nic;0;nic;2300;205;1d;;;;;;03.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;23.11.2016;23.11.2016;11;občanské průkazy;20;platební karty;19;ostatní -osobní doklady a předtisky;150;205;1d;;234;1;;;23.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;14.10.2016;14.10.2016;11;občanské průkazy;201;velké domácí zvířectvo (hov.dobytek,koně,pras.);21;peníze;1000;205;1d;;234;1;;;17.10.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;21.10.2016;22.10.2016;407;i-phony, tablety a jiné (chytré) mobilní telefony;0;nic;0;nic;6000;205;1a;1d;;;;;22.10.2016;14.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;27.10.2016;27.10.2016;21;peníze;11;občanské průkazy;20;platební karty;1600;205;1d;;234;1;;;27.10.2016;10.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;08.10.2016;08.10.2016;19;ostatní -osobní doklady a předtisky;11;občanské průkazy;16;řidičské průkazy;3341;205;1d;;234;1;;;11.10.2016;30.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;29.10.2016;29.10.2016;407;i-phony, tablety a jiné (chytré) mobilní telefony;0;nic;0;nic;12000;205;1a;1d;;;;;29.10.2016;19.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;27.10.2016;27.10.2016;11;občanské průkazy;20;platební karty;19;ostatní -osobní doklady a předtisky;650;205;1d;;;;;;31.10.2016;21.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;23.11.2016;23.11.2016;21;peníze;0;nic;0;nic;7600;205;1a;1d;;;;;23.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;27.09.2016;28.09.2016;70;mobilní telefony;0;nic;0;nic;8900;205;1a;1d;;;;;29.09.2016;28.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;25.11.2016;25.11.2016;11;občanské průkazy;20;platební karty;0;nic;4200;205;1d;;234;1;;;25.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;27.11.2016;27.11.2016;11;občanské průkazy;21;peníze;0;nic;500;205;1d;;;;;;27.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;04.11.2016;04.11.2016;11;občanské průkazy;181;potraviny;0;nic;40;205;1d;;;;;;04.11.2016;05.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;06.10.2016;07.10.2016;407;i-phony, tablety a jiné (chytré) mobilní telefony;0;nic;0;nic;4900;205;1d;;234;1;;;10.10.2016;28.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;31.10.2016;31.10.2016;21;peníze;11;občanské průkazy;20;platební karty;900;205;1d;;234;1;;;01.11.2016;28.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;01.11.2016;01.11.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;21;peníze;20;platební karty;1600;205;1d;;234;1;;;01.11.2016;28.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;01.11.2016;01.11.2016;11;občanské průkazy;16;řidičské průkazy;20;platební karty;2000;205;1a;;234;1;;;02.11.2016;27.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;09.11.2016;02.01.1900;162;Kufry, aktovky, kabelky, peněženky, pásky;21;peníze;11;občanské průkazy;1214;205;1d;2;234;1;;;10.11.2016;10.11.2016;1;zjištění pachatele
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;07.11.2016;07.11.2016;407;i-phony, tablety a jiné (chytré) mobilní telefony;0;nic;0;nic;20000;205;1a;1d;;;;;09.11.2016;06.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;19.11.2016;19.11.2016;70;mobilní telefony;0;nic;0;nic;3500;205;1d;;;;;;19.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;01.12.2016;01.12.2016;11;občanské průkazy;21;peníze;20;platební karty;20000;205;1a;1d;234;1;;;01.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;31.10.2016;31.10.2016;11;občanské průkazy;20;platební karty;21;peníze;3950;205;1d;;;;;;31.10.2016;21.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;5;0;0;09.10.2016;09.10.2016;70;mobilní telefony;21;peníze;11;občanské průkazy;7700;205;1a;1d;;;;;09.10.2016;06.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;21.10.2016;21.10.2016;20;platební karty;19;ostatní -osobní doklady a předtisky;21;peníze;600;205;1d;;234;1;;;21.10.2016;13.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;02.12.2016;02.12.2016;21;peníze;20;platební karty;11;občanské průkazy;500;205;1d;;234;1;;;08.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;21.10.2016;21.10.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;19;ostatní -osobní doklady a předtisky;400;205;1d;;234;1;;;22.10.2016;04.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;25.11.2016;25.11.2016;21;peníze;11;občanské průkazy;16;řidičské průkazy;270;205;1d;;234;1;;;25.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;08.10.2016;08.10.2016;21;peníze;70;mobilní telefony;0;nic;4800;205;1d;;234;1;;;20.10.2016;14.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;25.11.2016;25.11.2016;407;i-phony, tablety a jiné (chytré) mobilní telefony;0;nic;0;nic;14000;205;1a;1d;;;;;28.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;07.10.2016;07.10.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;16;řidičské průkazy;250;205;1d;;;;;;10.10.2016;29.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;27.10.2016;27.10.2016;21;peníze;20;platební karty;0;nic;1000;205;1d;;234;1;;;27.10.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;07.11.2016;07.11.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;16;řidičské průkazy;770;205;1d;;234;1;;;08.11.2016;21.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;23.11.2016;23.11.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;20;platební karty;2390;205;1d;;234;1;;;23.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;14.12.2016;14.12.2016;20;platební karty;21;peníze;70;mobilní telefony;10819;205;1a;1d;234;1;;;15.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;30.10.2016;31.10.2016;21;peníze;11;občanské průkazy;19;ostatní -osobní doklady a předtisky;500;205;1d;;234;1;;;31.10.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;12.11.2016;12.11.2016;407;i-phony, tablety a jiné (chytré) mobilní telefony;0;nic;0;nic;8200;205;1a;1d;;;;;12.11.2016;04.01.2017;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;27.10.2016;27.10.2016;70;mobilní telefony;0;nic;0;nic;6000;205;1a;1d;;;;;28.10.2016;01.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;23.10.2016;23.10.2016;11;občanské průkazy;16;řidičské průkazy;21;peníze;900;205;1d;;234;1;;;23.10.2016;09.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;13.12.2016;13.12.2016;70;mobilní telefony;0;nic;0;nic;6500;205;1a;1d;;;;;15.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;04.12.2016;04.12.2016;21;peníze;11;občanské průkazy;19;ostatní -osobní doklady a předtisky;1100;205;1d;;234;1;;;05.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;05.12.2016;05.12.2016;13;osobní průkazy a pasy zahraniční;16;řidičské průkazy;20;platební karty;2950;205;1d;;234;1;;;06.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;14.12.2016;14.12.2016;407;i-phony, tablety a jiné (chytré) mobilní telefony;0;nic;0;nic;18000;205;1a;1d;;;;;14.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;06.07.2016;06.07.2016;11;občanské průkazy;20;platební karty;0;nic;250;205;1d;;234;1;;;07.07.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;05.10.2016;05.10.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;21;peníze;11;občanské průkazy;500;205;1d;;;;;;11.10.2016;23.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;13.11.2016;13.11.2016;70;mobilní telefony;0;nic;0;nic;12000;205;1a;1d;;;;;18.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;13.10.2016;14.10.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;19;ostatní -osobní doklady a předtisky;68;brýle (dioptrické, sluneční);6925;205;1a;1d;;;;;14.10.2016;12.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;11.12.2016;11.12.2016;21;peníze;11;občanské průkazy;20;platební karty;500;205;1d;;234;1;;;11.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;07.11.2016;07.11.2016;407;i-phony, tablety a jiné (chytré) mobilní telefony;0;nic;0;nic;10800;205;1a;1d;;;;;07.11.2016;19.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;05.11.2016;05.11.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;21;peníze;400;205;1d;;;;;;06.11.2016;02.01.2017;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;04.10.2016;04.10.2016;12;cestovní pasy;21;peníze;24;valuty a devizy - bankovky;3500;205;1d;;234;1;;;04.10.2016;15.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;09.12.2016;09.12.2016;21;peníze;20;platební karty;70;mobilní telefony;1420;205;1d;;234;1;;;09.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;06.11.2016;06.11.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;19;ostatní -osobní doklady a předtisky;50;205;1d;;;;;;07.11.2016;03.01.2017;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;07.12.2016;07.12.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;21;peníze;11;občanské průkazy;4850;205;1d;;234;1;;;07.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;05.11.2016;05.11.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;21;peníze;11;občanské průkazy;1220;205;1d;;234;1;;;06.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;04.11.2016;04.11.2016;407;i-phony, tablety a jiné (chytré) mobilní telefony;0;nic;0;nic;8000;205;1a;1d;;;;;07.11.2016;21.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;26.10.2016;26.10.2016;21;peníze;20;platební karty;0;nic;350;205;1d;;234;1;;;07.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;13.09.2016;13.09.2016;11;občanské průkazy;21;peníze;19;ostatní -osobní doklady a předtisky;5500;205;1a;1d;;;;;15.09.2016;07.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;07.11.2016;07.11.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;29;ostatní - platidla;20;platební karty;5050;205;1a;1d;234;1;;;08.11.2016;03.01.2017;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;07.10.2016;07.10.2016;21;peníze;11;občanské průkazy;16;řidičské průkazy;10500;205;1a;1d;234;1;;;07.10.2016;23.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;02.11.2016;02.11.2016;70;mobilní telefony;0;nic;0;nic;11500;205;1a;1d;;;;;02.11.2016;28.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;17.11.2016;17.11.2016;21;peníze;19;ostatní -osobní doklady a předtisky;0;nic;1250;205;1d;;234;1;;;19.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;22.10.2016;22.10.2016;21;peníze;24;valuty a devizy - bankovky;20;platební karty;1405;205;1d;;234;1;;;24.10.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;11.11.2016;12.11.2016;13;osobní průkazy a pasy zahraniční;20;platební karty;0;nic;500;205;1d;;234;1;;;17.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;27.10.2016;28.10.2016;407;i-phony, tablety a jiné (chytré) mobilní telefony;0;nic;0;nic;7000;205;1a;1d;;;;;28.10.2016;19.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;25.10.2016;25.10.2016;11;občanské průkazy;16;řidičské průkazy;20;platební karty;300;205;1d;;234;1;;;26.10.2016;20.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;18.10.2016;18.10.2016;407;i-phony, tablety a jiné (chytré) mobilní telefony;20;platební karty;0;nic;22000;205;1a;1d;234;1;;;19.10.2016;08.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;29.10.2016;29.10.2016;407;i-phony, tablety a jiné (chytré) mobilní telefony;145;klíče od domu,bytu;21;peníze;13000;205;1a;1d;234;1;;;31.10.2016;21.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;07.10.2016;07.10.2016;70;mobilní telefony;0;nic;0;nic;7200;205;1a;1d;;;;;14.10.2016;07.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;26.11.2016;26.11.2016;70;mobilní telefony;0;nic;0;nic;3150;205;1d;;;;;;01.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;02.11.2016;02.11.2016;71;rozhlasové přijímače;16;řidičské průkazy;19;ostatní -osobní doklady a předtisky;4900;205;1d;;;;;;02.11.2016;12.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;12.10.2016;12.10.2016;21;peníze;11;občanské průkazy;16;řidičské průkazy;1356;205;1d;;234;1;;;12.10.2016;05.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;25.10.2016;25.10.2016;21;peníze;11;občanské průkazy;19;ostatní -osobní doklady a předtisky;3000;205;1d;;234;1;;;25.10.2016;12.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;17.12.2016;17.12.2016;21;peníze;11;občanské průkazy;20;platební karty;300;205;1d;;234;1;;;18.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;12.11.2016;12.11.2016;70;mobilní telefony;0;nic;0;nic;5000;205;1a;1d;;;;;13.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;03.10.2016;03.10.2016;11;občanské průkazy;16;řidičské průkazy;21;peníze;205;205;1d;;234;1;;;03.10.2016;29.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;10.11.2016;10.11.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;21;peníze;0;nic;21000;205;1a;1d;;;;;11.11.2016;14.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;10.12.2016;10.12.2016;21;peníze;11;občanské průkazy;70;mobilní telefony;2000;205;1d;;;;;;11.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;25.10.2016;25.10.2016;21;peníze;20;platební karty;0;nic;1851;205;1d;;234;1;;;31.10.2016;20.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;03.11.2016;03.11.2016;11;občanské průkazy;16;řidičské průkazy;21;peníze;2800;205;1d;;234;1;;;03.11.2016;19.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;14.12.2016;14.12.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;16;řidičské průkazy;1500;205;1d;;234;1;;;14.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;30.09.2016;30.09.2016;21;peníze;0;nic;0;nic;1800;205;1d;;;;;;06.10.2016;09.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;28.11.2016;28.11.2016;70;mobilní telefony;0;nic;0;nic;2500;205;1d;;;;;;29.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;12.11.2016;12.11.2016;20;platební karty;21;peníze;0;nic;700;205;1d;;234;1;;;12.11.2016;05.01.2017;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;11.11.2016;11.11.2016;70;mobilní telefony;0;nic;0;nic;4000;205;1d;;;;;;15.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;04.10.2016;04.10.2016;21;peníze;11;občanské průkazy;16;řidičské průkazy;6140;205;1a;1d;234;1;;;06.10.2016;04.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;14.10.2016;15.10.2016;21;peníze;19;ostatní -osobní doklady a předtisky;0;nic;550;205;1d;;;;;;16.10.2016;12.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;28.11.2016;28.11.2016;21;peníze;20;platební karty;0;nic;45200;205;1a;1d;234;1;;;28.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;18.10.2016;18.10.2016;11;občanské průkazy;16;řidičské průkazy;20;platební karty;3630;205;1d;;234;1;;;19.10.2016;07.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;23.01.2016;23.01.2016;70;mobilní telefony;0;nic;0;nic;884;205;1d;;;;;;24.01.2016;07.03.2016;1;zjištění pachatele
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;08.01.2016;02.01.1900;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;20;platební karty;4400;205;1d;;234;1;;;08.01.2016;17.02.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;14.03.2016;14.03.2016;21;peníze;0;nic;0;nic;3050;205;1d;;;;;;15.03.2016;11.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;09.01.2016;09.01.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;16;řidičské průkazy;7490;205;1a;1d;234;1;;;09.01.2016;18.02.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;19.03.2016;19.03.2016;70;mobilní telefony;21;peníze;11;občanské průkazy;5700;205;1a;1d;;;;;19.03.2016;02.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;11.12.2015;11.12.2015;70;mobilní telefony;0;nic;0;nic;4900;205;1d;;;;;;01.01.2016;11.02.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;2;6;0;0;16.03.2016;16.03.2016;21;peníze;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;2700;205;1d;;234;1;;;21.03.2016;03.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - STŘED;3;18;411;1;6;0;0;01.01.2016;01.01.2016;21;peníze;11;občanské průkazy;16;řidičské průkazy;500;205;1a;1d;234;1;;;02.01.2016;23.02.2016;5;odloženo podle § 159a/5 tr. řádu
