Útvar městské části (okres) PČR;Základní útvar PČR, kde došlo k činu;Stadium TČ, 1-příparava, 2-pokus, 3-dokonaný;Druh TČ, 11-zločin, 18-přečin;Takticko-statistická klasifikace činu;Spácháno na ulici-1, ne-2;Čin spáchán na : viz číselník;Použití zbraně : viz číselník;Druh použité zbraně : viz číselník;Datum spáchání činu, či zahájení konání;Datum ukončení konání činu (pokud jiné datum);Předmět zájmu pachatele č. 1;Předmět zájmu pachatele nebo vztah pachatele k oběti - text;Předmět zájmu pachatele č. 2;Předmět zájmu pachatele nebo vztah pachatele k oběti - text;Předmět zájmu pachatele č. 3;Předmět zájmu pachatele nebo vztah pachatele k oběti - text;Celková způsobená škoda v Kč;Hlavní kvalifikace činu - paragraf TZ;První odstavec ;Druhý odstavec;Souběhový paragraf;Odstavec souběhu;Druhý souběhový paragraf;Odstavec souběhu;Datum zahájení trestního řízení;Datum ukončení trestního řízení;Způsob ukončení trestního řízení;"Způsob ukončení trestního řízení - text (kde je kód ""0"" tam ještě řízení nemusí být ukončeno"
Brno - město;OOP BRNO - ŽIDENICE;3;18;521;2;6;0;0;10.08.2015;02.01.1900;21;peníze;0;nic;0;nic;10000;206;1;;;;;;16.03.2016;24.03.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;588;1;6;0;0;15.02.2016;02.01.1900;21;peníze;0;nic;0;nic;12000;219;1;;;;;;16.02.2016;16.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;588;2;6;0;0;08.01.2016;08.01.2016;407;i-phony, tablety a jiné (chytré) mobilní telefony;0;nic;0;nic;12000;219;1;;;;;;08.01.2016;15.02.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;588;1;6;0;0;27.03.2016;28.03.2016;407;i-phony, tablety a jiné (chytré) mobilní telefony;0;nic;0;nic;9000;219;1;;;;;;30.03.2016;27.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;588;1;5;0;0;15.05.2016;15.05.2016;407;i-phony, tablety a jiné (chytré) mobilní telefony;0;nic;0;nic;14000;219;1;;;;;;16.05.2016;19.07.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;588;2;6;0;0;24.02.2016;24.02.2016;21;peníze;0;nic;0;nic;300873;219;1;;;;;;03.03.2016;29.08.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;588;1;6;0;0;29.06.2016;30.06.2016;407;i-phony, tablety a jiné (chytré) mobilní telefony;0;nic;0;nic;8019;219;1;;;;;;30.06.2016;28.07.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;588;1;9;0;0;16.05.2016;16.05.2016;21;peníze;19;ostatní -osobní doklady a předtisky;29;ostatní - platidla;20507;219;1;;;;;;23.05.2016;13.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;588;1;6;0;0;26.06.2016;26.06.2016;407;i-phony, tablety a jiné (chytré) mobilní telefony;0;nic;0;nic;10000;219;1;;;;;;26.06.2016;03.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;588;1;9;0;0;22.09.2016;22.09.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;16;řidičské průkazy;6500;219;1;;;;;;10.10.2016;04.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;588;2;6;0;0;02.09.2016;03.09.2016;407;i-phony, tablety a jiné (chytré) mobilní telefony;0;nic;0;nic;9068;219;1;;;;;;05.09.2016;18.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;588;1;6;0;0;21.11.2016;21.11.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;21;peníze;11;občanské průkazy;23500;219;1;;;;;;21.11.2016;30.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;588;1;6;0;0;23.10.2016;23.10.2016;407;i-phony, tablety a jiné (chytré) mobilní telefony;0;nic;0;nic;12000;219;1;;;;;;09.11.2016;12.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;588;1;9;0;0;10.12.2016;10.12.2016;407;i-phony, tablety a jiné (chytré) mobilní telefony;0;nic;0;nic;8000;219;1;;;;;;11.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - ŽIDENICE;3;18;588;1;6;0;0;04.12.2016;04.12.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;407;i-phony, tablety a jiné (chytré) mobilní telefony;20;platební karty;20100;219;1;;234;1;;;06.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;14.01.2016;02.01.1900;236;stavební truhlář.výrobky (okna,zárubně,dvéře);0;nic;0;nic;6832;228;1;;;;;;14.01.2016;14.02.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;28.02.2016;29.02.2016;121;osobní automobily;0;nic;0;nic;15755;228;1;;;;;;29.02.2016;22.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;25.03.2016;27.03.2016;121;osobní automobily;0;nic;0;nic;5480;228;1;;;;;;19.04.2016;26.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;26.02.2016;29.02.2016;121;osobní automobily;0;nic;0;nic;15000;228;1;;;;;;29.02.2016;11.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;03.04.2016;04.04.2016;121;osobní automobily;0;nic;0;nic;10000;228;1;;;;;;04.04.2016;23.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;28.01.2016;11.02.2016;306;ostatní nemovitosti;0;nic;0;nic;50000;228;1;;;;;;16.02.2016;21.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;09.04.2016;02.01.1900;121;osobní automobily;0;nic;0;nic;20000;228;1;;;;;;09.04.2016;21.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;14.01.2016;15.01.2016;121;osobní automobily;0;nic;0;nic;47419;228;1;;;;;;08.02.2016;14.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;26.11.2015;26.11.2015;121;osobní automobily;0;nic;0;nic;11222;228;1;;;;;;04.01.2016;23.02.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;06.02.2016;09.02.2016;0;nic;0;nic;0;nic;20000;228;1;;;;;;09.02.2016;24.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;10.04.2016;10.04.2016;121;osobní automobily;0;nic;0;nic;6000;228;1;;;;;;10.04.2016;07.09.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;25.03.2016;25.03.2016;244;výkladní skříně - sklo;0;nic;0;nic;16251;228;1;;;;;;25.03.2016;18.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;09.11.2015;10.11.2015;121;osobní automobily;0;nic;0;nic;10000;228;1;;;;;;09.02.2016;03.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;13.02.2016;20.02.2016;121;osobní automobily;0;nic;0;nic;7727;228;1;;;;;;01.04.2016;07.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;08.05.2016;12.05.2016;244;výkladní skříně - sklo;0;nic;0;nic;16356;228;1;;;;;;12.05.2016;11.07.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;2;6;0;0;12.01.2016;12.01.2016;0;nic;0;nic;0;nic;7500;228;1;;;;;;18.01.2016;16.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;2;6;0;0;02.12.2015;03.12.2015;173;sportovní potřeby;159;ostatní - /včetně výr. provaznických/ textil;0;nic;86200;228;1;;;;;;18.01.2016;01.02.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;24.02.2016;25.02.2016;236;stavební truhlář.výrobky (okna,zárubně,dvéře);0;nic;0;nic;6440;228;1;;;;;;26.02.2016;24.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;23.04.2016;24.04.2016;126;pneumatiky;0;nic;0;nic;6000;228;1;;;;;;24.04.2016;26.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;19.04.2016;20.04.2016;121;osobní automobily;0;nic;0;nic;10000;228;1;;;;;;20.04.2016;10.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;26.04.2016;29.04.2016;121;osobní automobily;0;nic;0;nic;30000;228;1;;;;;;29.04.2016;01.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;29.05.2016;01.06.2016;121;osobní automobily;0;nic;0;nic;10000;228;1;;;;;;01.06.2016;01.07.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;08.04.2016;08.04.2016;121;osobní automobily;0;nic;0;nic;14994;228;1;;;;;;25.05.2016;01.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;08.04.2016;10.04.2016;121;osobní automobily;0;nic;0;nic;10000;228;1;;;;;;11.04.2016;12.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;2;6;0;0;20.05.2016;20.05.2016;236;stavební truhlář.výrobky (okna,zárubně,dvéře);0;nic;0;nic;31848;228;1;;178;1;;;20.05.2016;11.07.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;08.04.2016;11.04.2016;121;osobní automobily;0;nic;0;nic;195000;228;1;;;;;;11.04.2016;07.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;25.04.2016;26.04.2016;121;osobní automobily;0;nic;0;nic;40863;228;1;;;;;;26.04.2016;31.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;08.03.2016;10.03.2016;121;osobní automobily;0;nic;0;nic;9600;228;1;;;;;;10.03.2016;22.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;2;6;0;0;18.04.2016;18.04.2016;121;osobní automobily;0;nic;0;nic;26020;228;1;;;;;;20.04.2016;19.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;31.05.2016;31.05.2016;302;domy rodinné;0;nic;0;nic;32704;228;1;;;;;;31.05.2016;18.07.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;26.02.2016;29.02.2016;121;osobní automobily;0;nic;0;nic;8124;228;1;;;;;;07.03.2016;08.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;10.03.2016;11.03.2016;121;osobní automobily;0;nic;0;nic;10000;228;1;;;;;;11.03.2016;14.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;27.06.2016;28.06.2016;121;osobní automobily;0;nic;0;nic;10000;228;1;;;;;;28.06.2016;01.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;22.05.2016;23.05.2016;121;osobní automobily;0;nic;0;nic;20000;228;1;;;;;;23.05.2016;30.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;03.03.2016;04.03.2016;121;osobní automobily;0;nic;0;nic;5300;228;1;;;;;;04.03.2016;04.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;03.06.2016;03.06.2016;121;osobní automobily;0;nic;0;nic;29715;228;1;;;;;;03.06.2016;29.07.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;2;6;0;0;02.05.2016;11.05.2016;236;stavební truhlář.výrobky (okna,zárubně,dvéře);0;nic;0;nic;70000;228;1;;;;;;17.05.2016;28.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;28.05.2016;29.05.2016;121;osobní automobily;0;nic;0;nic;8258;228;1;;;;;;29.05.2016;27.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;27.01.2016;28.01.2016;0;nic;0;nic;0;nic;30001;228;1;;;;;;07.03.2016;15.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;10.03.2016;11.03.2016;121;osobní automobily;0;nic;0;nic;16000;228;1;;;;;;11.03.2016;27.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;01.01.2015;16.10.2015;306;ostatní nemovitosti;0;nic;0;nic;70533;228;1;;;;;;02.03.2016;02.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;16.04.2016;16.04.2016;291;výrobky z plastů;236;stavební truhlář.výrobky (okna,zárubně,dvéře);0;nic;5873;228;1;;;;;;25.05.2016;03.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;01.05.2016;18.05.2016;121;osobní automobily;0;nic;0;nic;40000;228;1;;;;;;18.05.2016;15.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;17.05.2015;22.05.2016;121;osobní automobily;0;nic;0;nic;20450;228;1;;;;;;23.05.2016;08.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;16.04.2016;18.04.2016;121;osobní automobily;0;nic;0;nic;6000;228;1;;;;;;25.04.2016;23.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;16.05.2016;19.05.2016;121;osobní automobily;0;nic;0;nic;6858;228;1;;;;;;07.06.2016;14.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;02.03.2016;02.01.1900;121;osobní automobily;0;nic;0;nic;167113;228;1;;;;;;03.03.2016;04.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;01.05.2016;19.05.2016;0;nic;0;nic;0;nic;45000;228;1;;;;;;19.05.2016;11.07.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;14.04.2016;14.04.2016;236;stavební truhlář.výrobky (okna,zárubně,dvéře);306;ostatní nemovitosti;0;nic;15000;228;1;;;;;;14.04.2016;02.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;07.05.2016;02.01.1900;200;malé domácí zvířectvo (kočky, psi, apod.);0;nic;0;nic;5390;228;1;;;;;;15.06.2016;12.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;03.06.2016;02.01.1900;121;osobní automobily;0;nic;0;nic;10984;228;1;;358;1;;;07.07.2016;17.08.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;25.12.2009;29.06.2016;121;osobní automobily;0;nic;0;nic;35000;228;1;;;;;;08.07.2016;08.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;23.07.2016;02.01.1900;0;nic;0;nic;0;nic;5896;228;1;;358;1;358;2a;23.07.2016;08.11.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;03.05.2016;06.06.2016;121;osobní automobily;0;nic;0;nic;15202;228;1;;;;;;22.06.2016;04.07.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;2;6;0;0;25.05.2016;09.06.2016;0;nic;0;nic;0;nic;30000;228;1;;178;1;;;09.06.2016;21.07.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;29.04.2016;02.01.1900;121;osobní automobily;0;nic;0;nic;48000;228;1;;;;;;29.04.2016;29.04.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;02.08.2016;03.08.2016;121;osobní automobily;0;nic;0;nic;6000;228;1;;;;;;04.08.2016;26.09.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;30.04.2016;01.05.2016;0;nic;0;nic;0;nic;8460;228;1;;;;;;03.05.2016;23.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;05.07.2016;12.07.2016;106;motory a pohonné agregáty;0;nic;0;nic;10000;228;1;;;;;;14.07.2016;25.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;19.06.2016;20.06.2016;121;osobní automobily;0;nic;0;nic;15000;228;1;;;;;;20.06.2016;17.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;30.04.2016;02.01.1900;266;reklamní tabule - poutače;0;nic;0;nic;17413;228;1;;;;;;05.05.2016;06.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;27.04.2016;28.04.2016;0;nic;0;nic;0;nic;6000;228;1;;;;;;24.06.2016;30.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;18.06.2016;17.07.2016;121;osobní automobily;0;nic;0;nic;30000;228;1;;;;;;22.07.2016;29.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;05.08.2016;06.08.2016;121;osobní automobily;0;nic;0;nic;8000;228;1;;;;;;06.08.2016;03.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;03.08.2016;04.08.2016;236;stavební truhlář.výrobky (okna,zárubně,dvéře);269;ostatní - hutní materiál;0;nic;19800;228;1;;;;;;04.08.2016;23.09.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;07.07.2016;02.01.1900;121;osobní automobily;0;nic;0;nic;11369;228;1;;;;;;11.07.2016;31.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;2;9;0;0;14.05.2016;16.05.2016;236;stavební truhlář.výrobky (okna,zárubně,dvéře);0;nic;0;nic;8635;228;1;;;;;;16.06.2016;22.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;7;0;0;29.07.2016;02.01.1900;70;mobilní telefony;291;výrobky z plastů;0;nic;8000;228;1;;358;1;;;29.07.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;21.05.2016;21.05.2016;236;stavební truhlář.výrobky (okna,zárubně,dvéře);0;nic;0;nic;24860;228;1;;;;;;17.06.2016;27.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;16.06.2016;16.06.2016;121;osobní automobily;0;nic;0;nic;6000;228;1;;;;;;16.06.2016;10.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;2;6;0;0;26.07.2016;27.07.2016;236;stavební truhlář.výrobky (okna,zárubně,dvéře);0;nic;0;nic;25000;228;1;;;;;;27.07.2016;05.09.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;29.04.2016;30.04.2016;125;tažné a stavební stroje;0;nic;0;nic;60800;228;1;;;;;;30.04.2016;02.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;10.07.2016;10.07.2016;264;barevné kovy,výrobky a odpad z nich;0;nic;0;nic;20537;228;1;;;;;;10.07.2016;09.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;06.08.2016;07.08.2016;244;výkladní skříně - sklo;0;nic;0;nic;10000;228;1;;;;;;07.08.2016;13.09.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;12.08.2016;13.08.2016;236;stavební truhlář.výrobky (okna,zárubně,dvéře);0;nic;0;nic;60832;228;1;;;;;;15.08.2016;20.09.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;08.10.2016;08.10.2016;121;osobní automobily;0;nic;0;nic;15000;228;1;;;;;;08.10.2016;01.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;2;6;0;0;08.08.2016;08.08.2016;0;nic;0;nic;0;nic;30000;228;1;;;;;;08.08.2016;03.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;07.09.2016;07.09.2016;121;osobní automobily;0;nic;0;nic;20000;228;1;;;;;;08.09.2016;31.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;20.09.2016;29.09.2016;0;nic;0;nic;0;nic;10000;228;1;;;;;;29.09.2016;04.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;07.08.2016;07.08.2016;121;osobní automobily;0;nic;0;nic;48000;228;1;;;;;;08.08.2016;16.09.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;25.08.2016;27.08.2016;121;osobní automobily;0;nic;0;nic;10638;228;1;;;;;;29.08.2016;21.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;29.08.2016;30.08.2016;236;stavební truhlář.výrobky (okna,zárubně,dvéře);249;ostatní - sklo, porcelán, keramika;0;nic;5869;228;1;;;;;;08.09.2016;06.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;19.08.2016;21.08.2016;121;osobní automobily;0;nic;0;nic;13200;228;1;;;;;;21.08.2016;13.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;17.09.2016;17.09.2016;121;osobní automobily;0;nic;0;nic;10000;228;1;;;;;;17.09.2016;10.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;27.09.2016;28.09.2016;121;osobní automobily;0;nic;0;nic;15000;228;1;;;;;;28.09.2016;27.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;09.09.2016;09.09.2016;121;osobní automobily;0;nic;0;nic;20000;228;1;;;;;;13.09.2016;09.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;29.08.2016;30.08.2016;121;osobní automobily;0;nic;0;nic;8000;228;1;;;;;;30.08.2016;11.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;06.08.2016;07.08.2016;121;osobní automobily;0;nic;0;nic;30000;228;1;;;;;;08.08.2016;16.09.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;23.07.2016;25.07.2016;121;osobní automobily;0;nic;0;nic;79000;228;1;;;;;;02.08.2016;20.09.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;2;9;0;0;29.08.2016;29.08.2016;310;hrací automaty;0;nic;0;nic;17320;228;1;;;;;;01.09.2016;10.11.2016;1;zjištění pachatele
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;11.09.2016;13.09.2016;121;osobní automobily;0;nic;0;nic;14500;228;1;;;;;;13.09.2016;31.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;9;0;0;01.08.2016;05.09.2016;121;osobní automobily;0;nic;0;nic;15000;228;1;;;;;;05.09.2016;31.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;22.08.2016;24.08.2016;121;osobní automobily;0;nic;0;nic;10000;228;1;;;;;;24.08.2016;14.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;03.09.2016;04.09.2016;121;osobní automobily;0;nic;0;nic;26179;228;1;;;;;;05.09.2016;18.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - ŽIDENICE;3;18;589;1;6;0;0;02.09.2016;02.01.1900;130;kolejová vozidla /lokomotivy,vagony,metro,tramvaje;0;nic;0;nic;7137;228;1;;;;;;12.09.2016;18.10.2016;5;odloženo podle § 159a/5 tr. řádu
